Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,137.990005,151.850006,135.610001,149.539993,128.847244,24507300
2017-12-01,151.460007,155.289993,144.839996,146.050003,125.840202,31452700
2018-01-01,146.119995,156.490005,143.679993,153.479996,136.012070,26649300
2018-02-01,155.399994,169.520004,149.380005,166.160004,147.248993,38728800
2018-03-01,166.369995,171.710007,156.429993,161.740005,143.332001,44678000
2018-04-01,161.619995,166.649994,155.399994,157.679993,140.316742,32834000
2018-05-01,157.559998,166.139999,153.899994,162.899994,144.961960,34144900
2018-06-01,164.410004,174.360001,162.389999,163.919998,145.869583,34789200
2018-07-01,163.479996,171.990005,158.350006,159.119995,142.171646,26967600
2018-08-01,159.860001,175.000000,158.860001,174.729996,156.118973,27889800
2018-09-01,174.729996,177.360001,170.039993,170.210007,152.080399,25134400
2018-10-01,171.350006,185.110001,170.490005,183.240005,164.385773,42523600
2018-11-01,183.759995,197.080002,182.970001,190.080002,170.521988,53588500
2018-12-01,190.100006,192.889999,174.500000,188.119995,168.763641,42551400
2019-01-01,186.460007,188.080002,177.210007,182.279999,165.723068,35473000
2019-02-01,182.979996,185.220001,172.759995,181.910004,165.386673,36639500
2019-03-01,182.449997,183.970001,161.050003,164.580002,149.630798,42298300
2019-04-01,165.660004,179.979996,164.750000,178.899994,163.353195,33376900
2019-05-01,174.710007,193.270004,171.009995,192.119995,175.424332,35039700
2019-06-01,192.449997,204.559998,190.970001,194.110001,177.241409,29569100
2019-07-01,195.470001,207.839996,193.089996,194.419998,178.189728,25038700
2019-08-01,194.050003,217.740005,193.649994,217.289993,199.150513,26753500
2019-09-01,216.070007,224.910004,201.779999,211.339996,193.697205,28620300
2019-10-01,211.339996,217.789993,196.949997,205.750000,189.210037,29249500
2019-11-01,206.910004,208.779999,195.789993,202.729996,186.432816,23400000
2019-12-01,202.800003,207.960007,198.350006,200.720001,184.584366,27186100
2020-01-01,201.110001,220.350006,200.580002,217.110001,202.880630,27653000
2020-02-01,218.000000,225.360001,195.929993,198.820007,185.789368,40484100
2020-03-01,198.460007,224.559998,131.800003,172.910004,161.577515,78193000
2020-04-01,164.470001,192.270004,162.550003,178.210007,167.187271,42610000
2020-05-01,175.449997,187.229996,170.669998,182.600006,171.305756,35080500
2020-06-01,181.929993,193.929993,161.110001,162.539993,152.486465,51464100
2020-07-01,161.750000,171.679993,161.559998,166.179993,156.595505,37398100
2020-08-01,166.080002,178.250000,162.130005,175.869995,165.726624,30997100
2020-09-01,175.179993,176.240005,161.649994,167.309998,157.660339,34686200
2020-10-01,168.490005,172.399994,146.889999,150.720001,142.753769,34649900
2020-11-01,153.000000,176.130005,149.300003,175.029999,165.778854,37525200
2020-12-01,177.029999,187.000000,175.910004,182.050003,172.427826,33287200
2021-01-01,183.100006,205.050003,177.509995,181.740005,175.366852,33451300
2021-02-01,184.639999,207.440002,179.690002,199.699997,192.697052,37753400
2021-03-01,202.059998,216.750000,197.389999,204.229996,197.068192,42303000
2021-04-01,205.199997,209.389999,199.690002,201.990005,195.729752,25687400
2021-05-01,202.500000,219.720001,200.100006,218.759995,211.979996,26759300
2021-06-01,219.500000,221.820007,210.020004,212.679993,206.088455,24394000
2021-07-01,213.419998,215.949997,204.639999,212.130005,206.409042,23068000
2021-08-01,212.139999,213.839996,195.899994,201.720001,196.279785,28769200
2021-09-01,200.899994,201.759995,185.789993,193.380005,188.164719,30445500
2021-10-01,194.270004,221.429993,191.610001,220.550003,215.603470,27401600
2021-11-01,221.649994,230.899994,216.500000,220.520004,215.574158,25840700
2021-12-01,223.210007,232.639999,218.639999,228.460007,223.336060,24284000
2022-01-01,229.130005,234.039993,217.960007,229.500000,228.469604,34693400
