Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,157.899994,165.940002,155.250000,164.520004,157.542709,47618200
2018-12-01,165.970001,168.369995,132.630005,141.009995,135.029755,58259200
2019-01-01,138.929993,154.899994,135.580002,153.550003,147.037933,43567200
2019-02-01,154.250000,162.500000,153.660004,161.380005,154.535858,34127700
2019-03-01,163.000000,177.490005,160.500000,176.020004,168.554977,45264400
2019-04-01,175.500000,182.830002,174.559998,182.669998,174.922958,35897100
2019-05-01,183.199997,183.350006,170.350006,178.070007,171.930435,39072700
2019-06-01,177.869995,187.309998,174.229996,184.770004,178.399399,39715600
2019-07-01,184.830002,197.470001,184.429993,192.580002,185.940125,34614000
2019-08-01,193.330002,200.679993,184.229996,198.169998,191.337387,40805700
2019-09-01,196.360001,202.800003,187.279999,192.350006,185.718033,43457400
2019-10-01,192.600006,193.369995,181.970001,185.419998,179.026962,42679200
2019-11-01,186.699997,201.660004,185.479996,201.160004,195.058762,30349000
2019-12-01,201.440002,213.250000,196.470001,210.570007,204.183395,39647400
2020-01-01,210.860001,211.919998,203.190002,205.210007,198.985947,46225400
2020-02-01,205.339996,216.389999,175.300003,180.589996,175.789673,42168200
2020-03-01,182.000000,191.899994,137.149994,163.259995,158.920288,105690400
2020-04-01,158.570007,188.169998,148.279999,185.190002,180.267395,59790800
2020-05-01,181.710007,204.179993,174.940002,201.619995,197.146210,41873500
2020-06-01,201.539993,217.889999,194.830002,214.720001,209.955521,55507600
2020-07-01,214.500000,225.740005,213.509995,224.779999,219.792297,36956200
2020-08-01,225.000000,243.539993,224.460007,239.929993,235.465637,31526600
2020-09-01,238.490005,247.820007,210.419998,225.990005,221.785065,48333500
2020-10-01,227.360001,234.710007,212.449997,216.910004,212.873978,37834400
2020-11-01,219.169998,250.910004,218.320007,249.089996,245.412445,35382000
2020-12-01,251.509995,271.179993,243.550003,261.209991,257.353516,45455800
2021-01-01,261.000000,266.529999,241.729996,241.919998,238.348328,38006100
2021-02-01,246.100006,261.609985,243.970001,250.899994,248.040451,34428900
2021-03-01,254.000000,281.299988,244.440002,276.250000,273.101532,58126700
2021-04-01,278.619995,293.279999,276.070007,289.970001,286.665192,38033500
2021-05-01,292.929993,294.500000,276.880005,282.160004,279.807495,39091400
2021-06-01,285.579987,297.799988,277.380005,294.790009,292.332184,42953300
2021-07-01,295.480011,321.000000,295.000000,317.679993,315.031311,38555900
2021-08-01,319.269989,338.649994,315.500000,336.559998,334.696014,32643800
2021-09-01,337.450012,345.519989,318.299988,319.920013,318.148193,45872700
2021-10-01,323.369995,359.619995,316.010010,358.790009,356.802917,35413000
2021-11-01,358.829987,374.920013,352.100006,357.399994,356.475800,45477600
2021-12-01,365.269989,417.369995,357.339996,414.549988,413.477997,53205200
2022-01-01,414.660004,415.529999,319.100006,353.579987,352.665680,63805000
